sequence_names, nt_proportion0, nt_proportion1, nt_proportion2, nt_proportion3, dinucleotide_proportion0, dinucleotide_proportion1, dinucleotide_proportion2, dinucleotide_proportion3, dinucleotide_proportion4, dinucleotide_proportion5, dinucleotide_proportion6, dinucleotide_proportion7, dinucleotide_proportion8, dinucleotide_proportion9, dinucleotide_proportion10, dinucleotide_proportion11, dinucleotide_proportion12, dinucleotide_proportion13, dinucleotide_proportion14, dinucleotide_proportion15, gc_content, gc_ratio, sequence_length, bp_number, dP, bp_proportion0, bp_proportion1, bp_proportion2, bp_proportion_stem0, bp_proportion_stem1, bp_proportion_stem2, triplets0, triplets1, triplets2, triplets3, triplets4, triplets5, triplets6, triplets7, triplets8, triplets9, triplets10, triplets11, triplets12, triplets13, triplets14, triplets15, triplets16, triplets17, triplets18, triplets19, triplets20, triplets21, triplets22, triplets23, triplets24, triplets25, triplets26, triplets27, triplets28, triplets29, triplets30, triplets31, mfe, efe, ensemble_frequency, diversity, mfe_efe_difference, dQ, dG, mfei1, mfei2, mfei4
covid19_15301-14701_InvCom_stem-226-330, 0.323810, 0.152381, 0.171429, 0.352381, 0.086538, 0.038462, 0.067308, 0.134615, 0.057692, 0.019231, 0.019231, 0.057692, 0.067308, 0.028846, 0.019231, 0.057692, 0.105769, 0.067308, 0.067308, 0.105769, 0.323810, 1.125000, 105.000000, 32.000000, 0.304762, 0.562500, 0.281250, 0.156250, 0.112500, 0.056250, 0.031250, 0.154639, 0.061856, 0.092784, 0.164948, 0.020619, 0.010309, 0.020619, 0.030928, 0.010309, 0.010309, 0.000000, 0.010309, 0.020619, 0.000000, 0.010309, 0.020619, 0.010309, 0.020619, 0.020619, 0.030928, 0.000000, 0.000000, 0.000000, 0.000000, 0.020619, 0.010309, 0.010309, 0.010309, 0.082474, 0.051546, 0.020619, 0.072165, -25.600000, -27.000000, 0.103569, 12.570000, 0.013333, 0.329477, -0.243810, -0.752941, -0.048762, -0.800000
covid19_15401-14801_InvCom_stem-469-539, 0.352113, 0.211268, 0.169014, 0.267606, 0.100000, 0.114286, 0.057143, 0.085714, 0.114286, 0.028571, 0.028571, 0.028571, 0.042857, 0.028571, 0.028571, 0.071429, 0.085714, 0.042857, 0.057143, 0.085714, 0.380282, 0.800000, 71.000000, 19.000000, 0.267606, 0.421053, 0.421053, 0.157895, 0.140351, 0.140351, 0.052632, 0.118644, 0.067797, 0.118644, 0.152542, 0.016949, 0.016949, 0.033898, 0.016949, 0.033898, 0.016949, 0.000000, 0.000000, 0.033898, 0.000000, 0.000000, 0.000000, 0.000000, 0.033898, 0.016949, 0.016949, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.016949, 0.135593, 0.067797, 0.016949, 0.067797, -17.600000, -18.670000, 0.176448, 2.880000, 0.015070, 0.112982, -0.247887, -0.651852, -0.082629, -0.926316
covid19_15501-14901_InvCom_stem-151-212, 0.322581, 0.209677, 0.193548, 0.274194, 0.081967, 0.032787, 0.081967, 0.131148, 0.098361, 0.049180, 0.000000, 0.049180, 0.032787, 0.065574, 0.065574, 0.032787, 0.098361, 0.065574, 0.049180, 0.065574, 0.403226, 0.923077, 62.000000, 18.000000, 0.290323, 0.444444, 0.444444, 0.111111, 0.148148, 0.148148, 0.037037, 0.083333, 0.100000, 0.116667, 0.066667, 0.033333, 0.033333, 0.016667, 0.033333, 0.000000, 0.016667, 0.000000, 0.000000, 0.033333, 0.016667, 0.016667, 0.016667, 0.016667, 0.000000, 0.033333, 0.066667, 0.000000, 0.000000, 0.000000, 0.000000, 0.066667, 0.000000, 0.016667, 0.016667, 0.083333, 0.033333, 0.000000, 0.083333, -14.300000, -14.910000, 0.374561, 3.280000, 0.009839, 0.152651, -0.230645, -0.572000, -0.076882, -0.794444
covid19_15601-15001_InvCom_stem-56-119, 0.312500, 0.203125, 0.218750, 0.265625, 0.111111, 0.063492, 0.063492, 0.079365, 0.095238, 0.031746, 0.015873, 0.063492, 0.047619, 0.079365, 0.031746, 0.063492, 0.063492, 0.031746, 0.095238, 0.063492, 0.421875, 1.076923, 64.000000, 19.000000, 0.296875, 0.421053, 0.368421, 0.210526, 0.140351, 0.122807, 0.070175, 0.115385, 0.076923, 0.153846, 0.192308, 0.000000, 0.057692, 0.000000, 0.019231, 0.038462, 0.000000, 0.000000, 0.000000, 0.019231, 0.000000, 0.019231, 0.000000, 0.019231, 0.000000, 0.057692, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.019231, 0.000000, 0.000000, 0.000000, 0.057692, 0.076923, 0.019231, 0.057692, -15.200000, -16.570000, 0.108156, 7.990000, 0.021406, 0.309780, -0.237500, -0.562963, -0.079167, -0.800000
covid19_16101-15501_InvCom_stem-513-575, 0.333333, 0.190476, 0.206349, 0.269841, 0.112903, 0.064516, 0.064516, 0.080645, 0.112903, 0.032258, 0.032258, 0.016129, 0.048387, 0.064516, 0.032258, 0.064516, 0.064516, 0.016129, 0.080645, 0.112903, 0.396825, 1.083333, 63.000000, 12.000000, 0.190476, 0.416667, 0.500000, 0.083333, 0.208333, 0.250000, 0.041667, 0.063830, 0.063830, 0.063830, 0.063830, 0.042553, 0.021277, 0.042553, 0.000000, 0.000000, 0.021277, 0.000000, 0.000000, 0.021277, 0.021277, 0.000000, 0.042553, 0.000000, 0.021277, 0.021277, 0.042553, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.021277, 0.042553, 0.148936, 0.063830, 0.063830, 0.106383, -7.400000, -9.370000, 0.040742, 21.870000, 0.031270, 1.111280, -0.117460, -0.296000, -0.058730, -0.616667
covid19_16201-15601_InvCom_stem-137-211, 0.333333, 0.173333, 0.213333, 0.280000, 0.094595, 0.054054, 0.094595, 0.094595, 0.067568, 0.027027, 0.027027, 0.040541, 0.054054, 0.027027, 0.040541, 0.094595, 0.121622, 0.054054, 0.054054, 0.054054, 0.386667, 1.230769, 75.000000, 22.000000, 0.293333, 0.500000, 0.227273, 0.272727, 0.125000, 0.056818, 0.068182, 0.119403, 0.059701, 0.119403, 0.179104, 0.029851, 0.000000, 0.000000, 0.044776, 0.029851, 0.000000, 0.000000, 0.000000, 0.014925, 0.000000, 0.014925, 0.014925, 0.000000, 0.014925, 0.044776, 0.014925, 0.000000, 0.000000, 0.000000, 0.000000, 0.014925, 0.014925, 0.000000, 0.000000, 0.119403, 0.059701, 0.044776, 0.044776, -11.500000, -12.800000, 0.121035, 22.430000, 0.017333, 0.857485, -0.153333, -0.396552, -0.038333, -0.522727
covid19_16201-15601_InvCom_stem-284-410, 0.338583, 0.173228, 0.157480, 0.330709, 0.119048, 0.047619, 0.079365, 0.095238, 0.095238, 0.031746, 0.000000, 0.047619, 0.047619, 0.023810, 0.015873, 0.071429, 0.071429, 0.071429, 0.063492, 0.119048, 0.330709, 0.909091, 127.000000, 35.000000, 0.275591, 0.628571, 0.314286, 0.057143, 0.104762, 0.052381, 0.009524, 0.109244, 0.058824, 0.067227, 0.109244, 0.033613, 0.008403, 0.016807, 0.050420, 0.008403, 0.000000, 0.000000, 0.016807, 0.025210, 0.016807, 0.016807, 0.033613, 0.033613, 0.016807, 0.025210, 0.033613, 0.000000, 0.008403, 0.000000, 0.000000, 0.033613, 0.025210, 0.008403, 0.025210, 0.092437, 0.050420, 0.025210, 0.050420, -23.300000, -25.720000, 0.019566, 19.170000, 0.019055, 0.480211, -0.183465, -0.554762, -0.030577, -0.665714
covid19_16501-15901_InvCom_stem-49-130, 0.353659, 0.231707, 0.158537, 0.256098, 0.098765, 0.098765, 0.061728, 0.098765, 0.123457, 0.037037, 0.012346, 0.061728, 0.049383, 0.037037, 0.024691, 0.049383, 0.086420, 0.061728, 0.061728, 0.037037, 0.390244, 0.684211, 82.000000, 17.000000, 0.207317, 0.352941, 0.647059, 0.000000, 0.176471, 0.323529, 0.000000, 0.067568, 0.040541, 0.040541, 0.040541, 0.000000, 0.081081, 0.013514, 0.027027, 0.027027, 0.000000, 0.000000, 0.013514, 0.027027, 0.027027, 0.000000, 0.027027, 0.013514, 0.013514, 0.081081, 0.013514, 0.000000, 0.000000, 0.000000, 0.000000, 0.040541, 0.013514, 0.000000, 0.027027, 0.202703, 0.054054, 0.027027, 0.081081, -12.500000, -14.130000, 0.070464, 10.160000, 0.019878, 0.389171, -0.152439, -0.390625, -0.076220, -0.735294
covid19_16601-16001_InvCom_stem-76-168, 0.365591, 0.161290, 0.139785, 0.333333, 0.141304, 0.076087, 0.021739, 0.130435, 0.086957, 0.032609, 0.000000, 0.043478, 0.021739, 0.021739, 0.043478, 0.054348, 0.119565, 0.021739, 0.076087, 0.108696, 0.301075, 0.866667, 93.000000, 24.000000, 0.258065, 0.625000, 0.250000, 0.125000, 0.208333, 0.083333, 0.041667, 0.146667, 0.066667, 0.106667, 0.186667, 0.053333, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.026667, 0.000000, 0.000000, 0.026667, 0.000000, 0.000000, 0.000000, 0.053333, 0.000000, 0.000000, 0.000000, 0.000000, 0.013333, 0.000000, 0.013333, 0.026667, 0.106667, 0.066667, 0.013333, 0.093333, -19.800000, -20.870000, 0.176959, 6.750000, 0.011505, 0.212880, -0.212903, -0.707143, -0.070968, -0.825000
covid19_16701-16101_InvCom_stem-318-422, 0.380952, 0.180952, 0.180952, 0.257143, 0.096154, 0.115385, 0.048077, 0.125000, 0.115385, 0.009615, 0.028846, 0.019231, 0.067308, 0.028846, 0.028846, 0.057692, 0.096154, 0.028846, 0.076923, 0.057692, 0.361905, 1.000000, 105.000000, 32.000000, 0.304762, 0.531250, 0.312500, 0.156250, 0.106250, 0.062500, 0.031250, 0.132653, 0.061224, 0.102041, 0.173469, 0.020408, 0.000000, 0.040816, 0.020408, 0.040816, 0.000000, 0.000000, 0.000000, 0.010204, 0.010204, 0.010204, 0.010204, 0.020408, 0.030612, 0.000000, 0.030612, 0.000000, 0.000000, 0.000000, 0.000000, 0.040816, 0.000000, 0.000000, 0.000000, 0.122449, 0.071429, 0.020408, 0.030612, -25.200000, -26.140000, 0.219066, 4.700000, 0.008952, 0.141289, -0.240000, -0.663158, -0.048000, -0.787500
covid19_16701-16101_InvCom_stem-522-601, 0.300000, 0.162500, 0.162500, 0.375000, 0.075949, 0.050633, 0.063291, 0.113924, 0.088608, 0.012658, 0.000000, 0.063291, 0.025316, 0.025316, 0.000000, 0.101266, 0.113924, 0.075949, 0.101266, 0.088608, 0.325000, 1.000000, 80.000000, 29.000000, 0.362500, 0.586207, 0.275862, 0.137931, 0.146552, 0.068966, 0.034483, 0.136986, 0.054795, 0.082192, 0.191781, 0.027397, 0.013699, 0.041096, 0.068493, 0.041096, 0.041096, 0.000000, 0.027397, 0.000000, 0.013699, 0.000000, 0.027397, 0.054795, 0.041096, 0.041096, 0.013699, 0.000000, 0.000000, 0.000000, 0.000000, 0.027397, 0.000000, 0.000000, 0.013699, 0.013699, 0.000000, 0.000000, 0.027397, -17.900000, -19.550000, 0.069207, 12.210000, 0.020625, 0.424404, -0.223750, -0.688462, -0.055937, -0.617241
covid19_16801-16201_InvCom_stem-64-199, 0.286765, 0.220588, 0.198529, 0.294118, 0.081481, 0.051852, 0.111111, 0.044444, 0.096296, 0.029630, 0.014815, 0.074074, 0.044444, 0.059259, 0.007407, 0.088889, 0.066667, 0.074074, 0.066667, 0.088889, 0.419118, 0.900000, 136.000000, 39.000000, 0.286765, 0.512821, 0.410256, 0.076923, 0.102564, 0.082051, 0.015385, 0.067164, 0.082090, 0.089552, 0.089552, 0.044776, 0.029851, 0.007463, 0.044776, 0.014925, 0.007463, 0.007463, 0.007463, 0.014925, 0.014925, 0.037313, 0.022388, 0.037313, 0.007463, 0.044776, 0.037313, 0.000000, 0.000000, 0.000000, 0.000000, 0.052239, 0.022388, 0.000000, 0.014925, 0.059701, 0.044776, 0.014925, 0.082090, -26.800000, -29.450000, 0.013580, 33.330000, 0.019485, 0.750645, -0.197059, -0.470175, -0.039412, -0.687179
covid19_16901-16301_InvCom_stem-77-149, 0.260274, 0.164384, 0.178082, 0.397260, 0.069444, 0.083333, 0.055556, 0.055556, 0.041667, 0.027778, 0.027778, 0.069444, 0.027778, 0.000000, 0.041667, 0.111111, 0.125000, 0.041667, 0.055556, 0.166667, 0.342466, 1.083333, 73.000000, 22.000000, 0.301370, 0.545455, 0.318182, 0.136364, 0.272727, 0.159091, 0.068182, 0.106061, 0.030303, 0.075758, 0.151515, 0.030303, 0.015152, 0.045455, 0.045455, 0.015152, 0.030303, 0.000000, 0.030303, 0.000000, 0.000000, 0.015152, 0.045455, 0.030303, 0.045455, 0.030303, 0.015152, 0.000000, 0.000000, 0.000000, 0.000000, 0.030303, 0.000000, 0.000000, 0.015152, 0.045455, 0.030303, 0.030303, 0.090909, -9.900000, -12.570000, 0.013097, 18.880000, 0.036575, 0.871074, -0.135616, -0.396000, -0.067808, -0.450000
covid19_17101-16501_InvCom_stem-107-178, 0.263889, 0.166667, 0.236111, 0.333333, 0.056338, 0.056338, 0.070423, 0.084507, 0.070423, 0.014085, 0.000000, 0.084507, 0.000000, 0.070423, 0.042254, 0.112676, 0.140845, 0.028169, 0.112676, 0.056338, 0.402778, 1.416667, 72.000000, 21.000000, 0.291667, 0.428571, 0.380952, 0.190476, 0.142857, 0.126984, 0.063492, 0.093750, 0.046875, 0.078125, 0.125000, 0.015625, 0.015625, 0.062500, 0.046875, 0.000000, 0.015625, 0.015625, 0.046875, 0.015625, 0.000000, 0.000000, 0.046875, 0.031250, 0.046875, 0.031250, 0.031250, 0.000000, 0.000000, 0.000000, 0.000000, 0.015625, 0.015625, 0.015625, 0.015625, 0.093750, 0.015625, 0.015625, 0.046875, -18.500000, -19.820000, 0.118118, 25.440000, 0.018333, 0.993728, -0.256944, -0.637931, -0.085648, -0.880952
covid19_17101-16501_InvCom_stem-479-579, 0.316832, 0.217822, 0.158416, 0.306931, 0.090000, 0.070000, 0.070000, 0.090000, 0.150000, 0.030000, 0.010000, 0.030000, 0.000000, 0.050000, 0.010000, 0.090000, 0.080000, 0.070000, 0.070000, 0.090000, 0.376238, 0.727273, 101.000000, 29.000000, 0.287129, 0.551724, 0.241379, 0.206897, 0.183908, 0.080460, 0.068966, 0.109890, 0.054945, 0.098901, 0.131868, 0.010989, 0.000000, 0.010989, 0.087912, 0.000000, 0.010989, 0.000000, 0.010989, 0.054945, 0.032967, 0.000000, 0.000000, 0.054945, 0.010989, 0.021978, 0.021978, 0.000000, 0.000000, 0.000000, 0.000000, 0.043956, 0.032967, 0.010989, 0.000000, 0.065934, 0.065934, 0.000000, 0.054945, -18.600000, -19.470000, 0.242986, 6.140000, 0.008614, 0.194620, -0.184158, -0.489474, -0.061386, -0.641379
covid19_17201-16601_InvCom_stem-87-160, 0.297297, 0.216216, 0.189189, 0.297297, 0.082192, 0.082192, 0.068493, 0.068493, 0.068493, 0.082192, 0.000000, 0.068493, 0.054795, 0.027397, 0.041096, 0.068493, 0.082192, 0.027397, 0.082192, 0.095890, 0.405405, 0.875000, 74.000000, 17.000000, 0.229730, 0.529412, 0.470588, 0.000000, 0.264706, 0.235294, 0.000000, 0.061538, 0.061538, 0.076923, 0.061538, 0.061538, 0.015385, 0.015385, 0.015385, 0.015385, 0.000000, 0.030769, 0.015385, 0.030769, 0.000000, 0.000000, 0.030769, 0.015385, 0.030769, 0.015385, 0.046154, 0.000000, 0.000000, 0.000000, 0.015385, 0.015385, 0.046154, 0.000000, 0.000000, 0.123077, 0.061538, 0.030769, 0.107692, -15.000000, -16.340000, 0.113053, 9.560000, 0.018108, 0.417203, -0.202703, -0.500000, -0.101351, -0.882353
covid19_17501-16901_InvCom_stem-54-127, 0.310811, 0.216216, 0.202703, 0.270270, 0.082192, 0.082192, 0.054795, 0.095890, 0.136986, 0.013699, 0.027397, 0.041096, 0.027397, 0.068493, 0.041096, 0.054795, 0.068493, 0.054795, 0.082192, 0.068493, 0.418919, 0.937500, 74.000000, 19.000000, 0.256757, 0.421053, 0.578947, 0.000000, 0.140351, 0.192982, 0.000000, 0.074627, 0.089552, 0.089552, 0.074627, 0.044776, 0.044776, 0.014925, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.089552, 0.014925, 0.000000, 0.000000, 0.000000, 0.014925, 0.044776, 0.029851, 0.000000, 0.000000, 0.000000, 0.000000, 0.029851, 0.014925, 0.029851, 0.014925, 0.089552, 0.044776, 0.014925, 0.134328, -15.700000, -16.280000, 0.388631, 9.280000, 0.007838, 0.353849, -0.212162, -0.506452, -0.070721, -0.826316
covid19_17701-17101_InvCom_stem-468-601, 0.343284, 0.194030, 0.208955, 0.253731, 0.075188, 0.052632, 0.112782, 0.105263, 0.097744, 0.015038, 0.015038, 0.067669, 0.052632, 0.090226, 0.037594, 0.030075, 0.112782, 0.037594, 0.045113, 0.052632, 0.402985, 1.076923, 134.000000, 41.000000, 0.305970, 0.487805, 0.414634, 0.097561, 0.081301, 0.069106, 0.016260, 0.104839, 0.056452, 0.072581, 0.137097, 0.016129, 0.040323, 0.040323, 0.040323, 0.032258, 0.016129, 0.008065, 0.000000, 0.040323, 0.024194, 0.016129, 0.000000, 0.040323, 0.032258, 0.048387, 0.016129, 0.000000, 0.000000, 0.000000, 0.000000, 0.064516, 0.000000, 0.008065, 0.008065, 0.040323, 0.032258, 0.008065, 0.056452, -38.600000, -41.020000, 0.019731, 22.580000, 0.018060, 0.454011, -0.288060, -0.714815, -0.048010, -0.941463
covid19_17901-17301_InvCom_stem-232-294, 0.285714, 0.158730, 0.126984, 0.428571, 0.096774, 0.032258, 0.048387, 0.112903, 0.032258, 0.032258, 0.000000, 0.080645, 0.032258, 0.064516, 0.000000, 0.032258, 0.112903, 0.032258, 0.080645, 0.209677, 0.285714, 0.800000, 63.000000, 14.000000, 0.222222, 0.500000, 0.285714, 0.214286, 0.500000, 0.285714, 0.214286, 0.132075, 0.037736, 0.056604, 0.132075, 0.000000, 0.000000, 0.018868, 0.037736, 0.000000, 0.000000, 0.000000, 0.037736, 0.000000, 0.018868, 0.000000, 0.018868, 0.000000, 0.018868, 0.037736, 0.018868, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.037736, 0.169811, 0.075472, 0.000000, 0.150943, -9.800000, -10.700000, 0.233962, 5.820000, 0.014286, 0.303130, -0.155556, -0.544444, -0.155556, -0.700000
covid19_18001-17401_InvCom_stem-1-72, 0.291667, 0.180556, 0.166667, 0.361111, 0.112676, 0.042254, 0.042254, 0.084507, 0.070423, 0.014085, 0.000000, 0.098592, 0.014085, 0.056338, 0.028169, 0.070423, 0.098592, 0.070423, 0.098592, 0.098592, 0.347222, 0.923077, 72.000000, 21.000000, 0.291667, 0.619048, 0.333333, 0.047619, 0.154762, 0.083333, 0.011905, 0.142857, 0.047619, 0.063492, 0.126984, 0.031746, 0.047619, 0.015873, 0.031746, 0.031746, 0.000000, 0.000000, 0.000000, 0.015873, 0.031746, 0.015873, 0.031746, 0.015873, 0.015873, 0.047619, 0.047619, 0.000000, 0.000000, 0.000000, 0.000000, 0.015873, 0.000000, 0.015873, 0.063492, 0.031746, 0.031746, 0.031746, 0.047619, -13.400000, -14.730000, 0.115870, 18.780000, 0.018472, 0.723780, -0.186111, -0.536000, -0.046528, -0.638095
covid19_18001-17401_InvCom_stem-158-244, 0.333333, 0.137931, 0.218391, 0.310345, 0.127907, 0.034884, 0.093023, 0.081395, 0.069767, 0.023256, 0.000000, 0.046512, 0.081395, 0.034884, 0.034884, 0.069767, 0.058140, 0.046512, 0.093023, 0.104651, 0.356322, 1.583333, 87.000000, 27.000000, 0.310345, 0.555556, 0.370370, 0.074074, 0.185185, 0.123457, 0.024691, 0.094118, 0.023529, 0.058824, 0.129412, 0.070588, 0.023529, 0.058824, 0.011765, 0.047059, 0.011765, 0.023529, 0.000000, 0.047059, 0.000000, 0.000000, 0.023529, 0.011765, 0.070588, 0.023529, 0.058824, 0.000000, 0.000000, 0.000000, 0.000000, 0.011765, 0.011765, 0.035294, 0.023529, 0.058824, 0.000000, 0.023529, 0.047059, -17.500000, -19.350000, 0.049402, 11.280000, 0.021264, 0.325955, -0.201149, -0.564516, -0.067050, -0.648148
covid19_18101-17501_InvCom_stem-51-119, 0.275362, 0.202899, 0.159420, 0.362319, 0.102941, 0.073529, 0.044118, 0.058824, 0.088235, 0.029412, 0.014706, 0.058824, 0.029412, 0.044118, 0.014706, 0.073529, 0.058824, 0.058824, 0.088235, 0.161765, 0.362319, 0.785714, 69.000000, 19.000000, 0.275362, 0.473684, 0.421053, 0.105263, 0.118421, 0.105263, 0.026316, 0.104478, 0.074627, 0.089552, 0.119403, 0.014925, 0.014925, 0.044776, 0.014925, 0.000000, 0.000000, 0.000000, 0.000000, 0.059701, 0.000000, 0.014925, 0.014925, 0.014925, 0.029851, 0.014925, 0.029851, 0.000000, 0.000000, 0.000000, 0.000000, 0.014925, 0.029851, 0.000000, 0.044776, 0.074627, 0.044776, 0.000000, 0.134328, -10.800000, -12.890000, 0.033752, 25.270000, 0.030290, 1.152111, -0.156522, -0.432000, -0.039130, -0.568421
covid19_18201-17601_InvCom_stem-255-320, 0.272727, 0.166667, 0.196970, 0.363636, 0.076923, 0.061538, 0.076923, 0.061538, 0.076923, 0.000000, 0.000000, 0.092308, 0.030769, 0.046154, 0.030769, 0.076923, 0.092308, 0.046154, 0.092308, 0.138462, 0.363636, 1.181818, 66.000000, 22.000000, 0.333333, 0.545455, 0.272727, 0.181818, 0.136364, 0.068182, 0.045455, 0.127273, 0.072727, 0.127273, 0.218182, 0.000000, 0.018182, 0.018182, 0.054545, 0.018182, 0.000000, 0.018182, 0.000000, 0.018182, 0.018182, 0.000000, 0.018182, 0.072727, 0.000000, 0.018182, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.054545, 0.000000, 0.000000, 0.018182, 0.000000, 0.036364, 0.072727, -12.900000, -13.930000, 0.187471, 12.830000, 0.015606, 0.578544, -0.195455, -0.537500, -0.048864, -0.586364
covid19_18301-17701_InvCom_stem-109-224, 0.258621, 0.181034, 0.241379, 0.318966, 0.052174, 0.060870, 0.078261, 0.069565, 0.078261, 0.060870, 0.000000, 0.034783, 0.034783, 0.017391, 0.052174, 0.139130, 0.095652, 0.043478, 0.113043, 0.069565, 0.422414, 1.333333, 116.000000, 36.000000, 0.310345, 0.444444, 0.388889, 0.166667, 0.088889, 0.077778, 0.033333, 0.076923, 0.115385, 0.144231, 0.134615, 0.028846, 0.009615, 0.009615, 0.048077, 0.009615, 0.019231, 0.019231, 0.019231, 0.000000, 0.019231, 0.000000, 0.019231, 0.038462, 0.009615, 0.038462, 0.009615, 0.000000, 0.000000, 0.000000, 0.009615, 0.019231, 0.009615, 0.000000, 0.009615, 0.086538, 0.009615, 0.038462, 0.048077, -34.500000, -36.340000, 0.050321, 14.900000, 0.015862, 0.347757, -0.297414, -0.704082, -0.059483, -0.958333
covid19_18401-17801_InvCom_stem-300-371, 0.291667, 0.180556, 0.166667, 0.361111, 0.084507, 0.070423, 0.084507, 0.056338, 0.056338, 0.056338, 0.000000, 0.070423, 0.042254, 0.014085, 0.014085, 0.098592, 0.112676, 0.042254, 0.070423, 0.126761, 0.347222, 0.923077, 72.000000, 21.000000, 0.291667, 0.571429, 0.285714, 0.142857, 0.285714, 0.142857, 0.071429, 0.145455, 0.072727, 0.109091, 0.218182, 0.018182, 0.018182, 0.036364, 0.018182, 0.000000, 0.000000, 0.000000, 0.036364, 0.018182, 0.018182, 0.018182, 0.000000, 0.036364, 0.018182, 0.018182, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.036364, 0.000000, 0.000000, 0.054545, 0.018182, 0.036364, 0.054545, -9.300000, -11.700000, 0.020269, 14.490000, 0.033333, 0.605257, -0.129167, -0.372000, -0.064583, -0.442857
covid19_18401-17801_InvCom_stem-506-585, 0.250000, 0.125000, 0.275000, 0.350000, 0.037975, 0.025316, 0.101266, 0.088608, 0.063291, 0.025316, 0.000000, 0.037975, 0.101266, 0.025316, 0.025316, 0.126582, 0.050633, 0.050633, 0.139241, 0.101266, 0.400000, 2.200000, 80.000000, 27.000000, 0.337500, 0.444444, 0.333333, 0.222222, 0.148148, 0.111111, 0.074074, 0.141026, 0.076923, 0.076923, 0.192308, 0.000000, 0.025641, 0.038462, 0.038462, 0.000000, 0.000000, 0.000000, 0.038462, 0.051282, 0.000000, 0.012821, 0.000000, 0.012821, 0.012821, 0.076923, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.038462, 0.000000, 0.000000, 0.025641, 0.012821, 0.012821, 0.064103, 0.051282, -21.900000, -23.180000, 0.125468, 10.540000, 0.016000, 0.348172, -0.273750, -0.684375, -0.091250, -0.811111
covid19_18601-18001_InvCom_stem-53-143, 0.285714, 0.175824, 0.197802, 0.340659, 0.077778, 0.066667, 0.055556, 0.088889, 0.077778, 0.033333, 0.022222, 0.044444, 0.033333, 0.022222, 0.055556, 0.088889, 0.100000, 0.055556, 0.066667, 0.111111, 0.373626, 1.125000, 91.000000, 25.000000, 0.274725, 0.560000, 0.280000, 0.160000, 0.140000, 0.070000, 0.040000, 0.121951, 0.024390, 0.097561, 0.170732, 0.012195, 0.012195, 0.024390, 0.036585, 0.000000, 0.000000, 0.012195, 0.024390, 0.024390, 0.000000, 0.000000, 0.024390, 0.036585, 0.036585, 0.000000, 0.012195, 0.000000, 0.000000, 0.000000, 0.000000, 0.012195, 0.024390, 0.000000, 0.012195, 0.085366, 0.073171, 0.060976, 0.060976, -17.000000, -19.090000, 0.033435, 12.530000, 0.022967, 0.367129, -0.186813, -0.500000, -0.046703, -0.680000
covid19_18801-18201_InvCom_stem-472-563, 0.282609, 0.260870, 0.206522, 0.250000, 0.054945, 0.076923, 0.054945, 0.098901, 0.098901, 0.065934, 0.054945, 0.043956, 0.043956, 0.054945, 0.043956, 0.065934, 0.076923, 0.065934, 0.054945, 0.043956, 0.467391, 0.791667, 92.000000, 28.000000, 0.304348, 0.428571, 0.535714, 0.035714, 0.107143, 0.133929, 0.008929, 0.100000, 0.055556, 0.077778, 0.100000, 0.022222, 0.044444, 0.066667, 0.011111, 0.011111, 0.022222, 0.000000, 0.011111, 0.033333, 0.033333, 0.011111, 0.022222, 0.011111, 0.066667, 0.033333, 0.033333, 0.000000, 0.000000, 0.000000, 0.000000, 0.044444, 0.033333, 0.011111, 0.011111, 0.055556, 0.011111, 0.011111, 0.055556, -22.200000, -23.260000, 0.179870, 5.340000, 0.011522, 0.152397, -0.241304, -0.516279, -0.060326, -0.792857
covid19_19001-18401_InvCom_stem-341-431, 0.340659, 0.252747, 0.164835, 0.241758, 0.111111, 0.077778, 0.066667, 0.077778, 0.122222, 0.044444, 0.022222, 0.066667, 0.044444, 0.044444, 0.022222, 0.055556, 0.055556, 0.088889, 0.055556, 0.044444, 0.417582, 0.652174, 91.000000, 16.000000, 0.175824, 0.250000, 0.625000, 0.125000, 0.125000, 0.312500, 0.062500, 0.011236, 0.067416, 0.056180, 0.022472, 0.022472, 0.044944, 0.011236, 0.022472, 0.000000, 0.000000, 0.000000, 0.011236, 0.056180, 0.022472, 0.000000, 0.011236, 0.011236, 0.000000, 0.067416, 0.022472, 0.000000, 0.000000, 0.000000, 0.000000, 0.056180, 0.022472, 0.000000, 0.011236, 0.168539, 0.101124, 0.033708, 0.146067, -10.500000, -12.190000, 0.064918, 22.370000, 0.018571, 0.802725, -0.115385, -0.276316, -0.057692, -0.656250
